Transaction ID,Quantity,Price Per Unit,Total Spent,Transaction Date,Month,Day,Weekday,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway
TXN_3103967,2.0,3.0,6.0,2023-11-12,11,12,6,0,0,1,0,0,0,0,1,0,0
TXN_3103972,1.0,3.0,3.0,2023-03-01,3,1,2,0,0,0,0,0,0,0,0,1,0
TXN_3104589,2.0,1.0,2.0,2023-03-01,3,1,2,0,1,0,0,0,0,0,0,0,1
TXN_3104867,3.0,3.0,9.0,2023-03-28,3,28,1,0,0,1,0,0,0,0,0,1,1
TXN_3105263,4.0,4.0,16.0,2023-11-25,11,25,5,0,0,0,0,0,1,0,1,0,1
TXN_3105489,3.0,3.0,9.0,2023-03-14,3,14,1,0,0,0,0,0,0,0,0,1,0
TXN_3105633,1.0,2.0,2.0,2023-03-30,3,30,3,1,0,0,0,0,0,0,1,0,0
TXN_3105786,3.0,4.0,12.0,2023-10-04,10,4,2,0,0,0,0,0,1,0,0,1,0
TXN_3106215,3.0,4.0,12.0,2023-04-15,4,15,5,0,0,0,0,0,1,0,0,1,1
TXN_3106348,4.0,5.0,20.0,2023-01-10,1,10,1,0,0,0,1,0,0,0,0,1,0
TXN_3106811,3.0,3.0,9.0,2023-09-27,9,27,2,0,0,1,0,0,0,0,0,0,1
TXN_3107619,2.0,1.0,2.0,2023-05-31,5,31,2,0,1,0,0,0,0,0,0,1,1
TXN_3109057,4.0,1.5,6.0,2023-11-26,11,26,6,0,0,0,0,0,0,1,0,0,0
TXN_3109161,3.0,4.0,12.0,2023-09-11,9,11,0,0,0,0,0,1,0,0,0,1,1
TXN_3109334,3.0,4.0,12.0,2023-04-06,4,6,3,0,0,0,0,0,1,0,0,1,0
TXN_3109692,4.0,3.0,12.0,2023-06-21,6,21,2,0,0,1,0,0,0,0,1,0,0
TXN_3110245,5.0,3.0,15.0,2023-04-21,4,21,4,0,0,0,0,0,0,0,0,0,1
TXN_3110343,5.0,1.5,7.5,2023-06-24,6,24,5,0,0,0,0,0,0,1,0,1,1
TXN_3112013,5.0,4.0,20.0,2023-01-06,1,6,4,0,0,0,0,1,0,0,0,0,0
TXN_3112175,4.0,2.0,8.0,2023-03-16,3,16,3,1,0,0,0,0,0,0,0,0,1
TXN_3113428,2.0,3.0,6.0,2023-10-30,10,30,0,0,0,1,0,0,0,0,0,0,0
TXN_3113823,5.0,5.0,25.0,2023-03-01,3,1,2,0,0,0,1,0,0,0,0,1,0
TXN_3114654,3.0,3.0,9.0,2023-12-01,12,1,4,0,0,1,0,0,0,0,0,1,0
TXN_3115258,1.0,5.0,5.0,2023-12-06,12,6,2,0,0,0,1,0,0,0,0,1,1
TXN_3116227,1.0,3.0,3.0,2023-05-30,5,30,1,0,0,0,0,0,0,0,0,1,0
TXN_3116803,1.0,2.0,2.0,2023-09-10,9,10,6,1,0,0,0,0,0,0,1,0,0
TXN_3119542,1.0,4.0,4.0,2023-10-31,10,31,1,0,0,0,0,0,1,0,1,0,1
TXN_3119835,2.0,1.5,3.0,2023-03-01,3,1,2,0,0,0,0,0,0,1,0,1,0
TXN_3120023,3.0,1.0,3.0,2023-09-30,9,30,5,0,1,0,0,0,0,0,0,0,0
TXN_3120637,3.0,4.0,12.0,2023-08-11,8,11,4,0,0,0,0,1,0,0,0,1,1
TXN_3120848,1.0,1.0,1.0,2023-11-01,11,1,2,0,1,0,0,0,0,0,0,0,0
TXN_3121271,2.0,4.0,8.0,2023-08-13,8,13,6,0,0,0,0,0,1,0,1,0,1
TXN_3121360,3.0,3.0,9.0,2023-01-21,1,21,5,0,0,0,0,0,0,0,0,1,0
TXN_3121483,2.0,5.0,10.0,2023-01-06,1,6,4,0,0,0,1,0,0,0,0,1,1
TXN_3124078,4.0,3.0,12.0,2023-08-06,8,6,6,0,0,0,0,0,0,0,0,1,0
TXN_3125699,1.0,3.0,3.0,2023-02-05,2,5,6,0,0,1,0,0,0,0,1,0,1
TXN_3125997,4.0,3.0,12.0,2023-10-19,10,19,3,0,0,1,0,0,0,0,0,1,0
TXN_3129441,3.0,3.0,9.0,2023-05-31,5,31,2,0,0,1,0,0,0,0,1,0,0
TXN_3130548,4.0,1.0,4.0,2023-08-21,8,21,0,0,1,0,0,0,0,0,0,1,1
TXN_3131168,3.0,4.0,12.0,2023-03-24,3,24,4,0,0,0,0,1,0,0,0,0,1
TXN_3131555,2.0,4.0,8.0,2023-12-04,12,4,0,0,0,0,0,1,0,0,0,0,1
TXN_3131761,1.0,4.0,4.0,2023-10-18,10,18,2,0,0,0,0,0,1,0,0,1,1
TXN_3132304,1.0,4.0,4.0,2023-01-21,1,21,5,0,0,0,0,1,0,0,1,0,0
TXN_3132488,4.0,4.0,16.0,2023-09-12,9,12,1,0,0,0,0,1,0,0,1,0,1
TXN_3132921,5.0,1.5,7.5,2023-01-10,1,10,1,0,0,0,0,0,0,1,1,0,0
TXN_3134595,3.0,3.0,9.0,2023-02-25,2,25,5,0,0,1,0,0,0,0,1,0,1
TXN_3135048,1.0,5.0,5.0,2023-02-03,2,3,4,0,0,0,1,0,0,0,1,0,1
TXN_3135264,2.0,3.0,6.0,2023-08-25,8,25,4,0,0,0,0,0,0,0,0,1,0
TXN_3136657,2.0,3.0,6.0,2023-09-21,9,21,3,0,0,0,0,0,0,0,0,0,0
TXN_3136701,2.0,4.0,8.0,2023-12-18,12,18,0,0,0,0,0,0,1,0,0,1,0
TXN_3140020,5.0,3.0,15.0,2023-06-19,6,19,0,0,0,1,0,0,0,0,0,1,0
TXN_3142258,4.0,5.0,20.0,2023-11-03,11,3,4,0,0,0,1,0,0,0,0,0,1
TXN_3142496,1.0,4.0,4.0,2023-07-27,7,27,3,0,0,0,0,0,1,0,0,0,1
TXN_3142836,2.0,3.0,6.0,2023-11-01,11,1,2,0,0,0,0,0,0,0,0,0,1
TXN_3145041,5.0,1.5,7.5,2023-09-23,9,23,5,0,0,0,0,0,0,1,0,0,1
TXN_3145515,4.0,4.0,16.0,2023-03-31,3,31,4,0,0,0,0,0,1,0,0,0,1
TXN_3147198,2.0,4.0,8.0,2023-02-04,2,4,5,0,0,0,0,0,1,0,0,1,0
TXN_3150614,1.0,4.0,4.0,2023-08-06,8,6,6,0,0,0,0,1,0,0,0,0,1
TXN_3150792,5.0,2.0,10.0,2023-07-02,7,2,6,1,0,0,0,0,0,0,0,0,1
TXN_3152531,3.0,2.0,6.0,2023-11-24,11,24,4,1,0,0,0,0,0,0,1,0,1
TXN_3157867,2.0,5.0,10.0,2023-11-02,11,2,3,0,0,0,1,0,0,0,0,1,1
TXN_3158921,1.0,4.0,4.0,2023-04-16,4,16,6,0,0,0,0,1,0,0,0,1,0
TXN_3160090,1.0,5.0,5.0,2023-07-23,7,23,6,0,0,0,1,0,0,0,0,1,1
TXN_3160411,2.0,2.0,4.0,2023-06-11,6,11,6,1,0,0,0,0,0,0,0,1,0
TXN_3162244,5.0,4.0,20.0,2023-12-15,12,15,4,0,0,0,0,1,0,0,0,1,0
TXN_3163383,2.0,1.5,3.0,2023-10-24,10,24,1,0,0,0,0,0,0,1,0,1,0
TXN_3163567,2.0,5.0,10.0,2023-06-01,6,1,3,0,0,0,1,0,0,0,0,1,1
TXN_3163681,2.0,4.0,8.0,2023-05-11,5,11,3,0,0,0,0,1,0,0,0,1,0
TXN_3164212,4.0,4.0,16.0,2023-11-14,11,14,1,0,0,0,0,0,1,0,0,1,0
TXN_3166181,3.0,1.0,3.0,2023-05-21,5,21,6,0,1,0,0,0,0,0,1,0,0
TXN_3171150,1.0,3.0,3.0,2023-02-06,2,6,0,0,0,1,0,0,0,0,0,1,0
TXN_3171373,3.0,4.0,12.0,2023-05-10,5,10,2,0,0,0,0,0,1,0,1,0,0
TXN_3171673,2.0,4.0,8.0,2023-12-07,12,7,3,0,0,0,0,0,1,0,0,1,1
TXN_3172090,1.0,3.0,3.0,2023-05-09,5,9,1,0,0,1,0,0,0,0,1,0,0
TXN_3172621,4.0,4.0,16.0,2023-10-15,10,15,6,0,0,0,0,1,0,0,0,0,1
TXN_3173923,2.0,1.0,2.0,2023-06-29,6,29,3,0,1,0,0,0,0,0,0,1,0
TXN_3174336,1.0,1.0,1.0,2023-07-17,7,17,0,0,1,0,0,0,0,0,1,0,0
TXN_3174488,4.0,1.0,4.0,2023-06-28,6,28,2,0,1,0,0,0,0,0,0,0,1
TXN_3175177,3.0,3.0,9.0,2023-10-24,10,24,1,0,0,1,0,0,0,0,1,0,1
TXN_3177517,1.0,1.5,1.5,2023-02-22,2,22,2,0,0,0,0,0,0,1,1,0,0
TXN_3179966,2.0,1.5,3.0,2023-05-27,5,27,5,0,0,0,0,0,0,1,0,1,0
TXN_3182191,5.0,3.0,15.0,2023-07-21,7,21,4,0,0,0,0,0,0,0,0,1,1
TXN_3182547,3.0,3.0,9.0,2023-07-28,7,28,4,0,0,1,0,0,0,0,0,1,1
TXN_3183527,3.0,2.0,6.0,2023-10-26,10,26,3,1,0,0,0,0,0,0,0,1,0
TXN_3185667,5.0,1.5,7.5,2023-12-26,12,26,1,0,0,0,0,0,0,1,0,1,0
TXN_3185929,3.0,5.0,15.0,2023-07-27,7,27,3,0,0,0,1,0,0,0,0,1,1
TXN_3186333,5.0,1.0,5.0,2023-08-19,8,19,5,0,1,0,0,0,0,0,0,0,0
TXN_3187634,5.0,2.0,10.0,2023-09-01,9,1,4,1,0,0,0,0,0,0,0,1,1
TXN_3189677,1.0,4.0,4.0,2023-01-11,1,11,2,0,0,0,0,0,1,0,0,1,0
TXN_3190538,2.0,2.0,4.0,2023-06-03,6,3,5,1,0,0,0,0,0,0,0,1,0
TXN_3190959,2.0,1.5,3.0,2023-12-16,12,16,5,0,0,0,0,0,0,1,1,0,1
TXN_3193212,1.0,3.0,3.0,2023-11-23,11,23,3,0,0,0,0,0,0,0,0,0,0
TXN_3193321,3.0,4.0,12.0,2023-08-15,8,15,1,0,0,0,0,0,1,0,0,1,1
TXN_3195132,4.0,5.0,20.0,2023-08-26,8,26,5,0,0,0,1,0,0,0,1,0,1
TXN_3195257,1.0,5.0,5.0,2023-10-09,10,9,0,0,0,0,1,0,0,0,0,0,1
TXN_3196388,3.0,5.0,15.0,2023-03-04,3,4,5,0,0,0,1,0,0,0,0,0,0
TXN_3197621,5.0,4.0,20.0,2023-02-10,2,10,4,0,0,0,0,1,0,0,1,0,0
TXN_3197752,2.0,4.0,8.0,2023-03-10,3,10,4,0,0,0,0,0,1,0,0,1,1
TXN_3200195,3.0,3.0,9.0,2023-05-04,5,4,3,0,0,1,0,0,0,0,0,1,0
TXN_3200203,2.0,4.0,8.0,2023-12-04,12,4,0,0,0,0,0,0,1,0,0,1,1
TXN_3200434,4.0,3.0,12.0,2023-02-18,2,18,5,0,0,0,0,0,0,0,0,1,1
TXN_3201783,3.0,3.0,9.0,2023-12-03,12,3,6,0,0,1,0,0,0,0,0,1,1
TXN_3202346,2.0,5.0,10.0,2023-11-19,11,19,6,0,0,0,1,0,0,0,0,1,0
TXN_3203928,3.0,2.0,6.0,2023-12-04,12,4,0,1,0,0,0,0,0,0,0,0,0
TXN_3205009,2.0,1.5,3.0,2023-01-03,1,3,1,0,0,0,0,0,0,1,0,0,0
TXN_3205079,5.0,3.0,15.0,2023-11-07,11,7,1,0,0,0,0,0,0,0,1,0,0
TXN_3205813,3.0,3.0,9.0,2023-04-25,4,25,1,0,0,1,0,0,0,0,0,0,0
TXN_3206049,4.0,2.0,8.0,2023-03-27,3,27,0,1,0,0,0,0,0,0,0,1,0
TXN_3206293,5.0,1.0,5.0,2023-05-04,5,4,3,0,1,0,0,0,0,0,0,1,1
TXN_3206842,4.0,5.0,20.0,2023-04-30,4,30,6,0,0,0,1,0,0,0,0,0,0
TXN_3206876,4.0,5.0,20.0,2023-11-07,11,7,1,0,0,0,1,0,0,0,0,1,0
TXN_3207254,1.0,3.0,3.0,2023-04-25,4,25,1,0,0,0,0,0,0,0,0,1,1
TXN_3209025,2.0,5.0,10.0,2023-10-12,10,12,3,0,0,0,1,0,0,0,0,0,0
TXN_3209184,4.0,5.0,20.0,2023-03-19,3,19,6,0,0,0,1,0,0,0,0,0,1
TXN_3210288,3.0,5.0,15.0,2023-04-30,4,30,6,0,0,0,1,0,0,0,0,1,1
TXN_3212317,5.0,5.0,25.0,2023-05-25,5,25,3,0,0,0,1,0,0,0,0,1,1
TXN_3212505,3.0,4.0,12.0,2023-07-15,7,15,5,0,0,0,0,1,0,0,1,0,0
TXN_3213035,4.0,4.0,16.0,2023-05-21,5,21,6,0,0,0,0,0,1,0,0,1,0
TXN_3214521,4.0,1.5,6.0,2023-06-30,6,30,4,0,0,0,0,0,0,1,0,1,1
TXN_3215610,2.0,3.0,6.0,2023-06-14,6,14,2,0,0,0,0,0,0,0,0,1,1
TXN_3216618,4.0,5.0,20.0,2023-12-30,12,30,5,0,0,0,1,0,0,0,1,0,0
TXN_3218971,5.0,4.0,20.0,2023-06-13,6,13,1,0,0,0,0,1,0,0,1,0,1
TXN_3219175,5.0,4.0,20.0,2023-02-23,2,23,3,0,0,0,0,1,0,0,0,1,1
TXN_3219263,5.0,4.0,20.0,2023-03-31,3,31,4,0,0,0,0,0,1,0,0,1,1
TXN_3219378,3.0,5.0,15.0,2023-12-04,12,4,0,0,0,0,1,0,0,0,0,1,0
TXN_3219599,2.0,3.0,6.0,2023-08-22,8,22,1,0,0,0,0,0,0,0,0,1,1
TXN_3221795,5.0,4.0,20.0,2023-10-01,10,1,6,0,0,0,0,1,0,0,0,0,0
TXN_3222612,3.0,3.0,9.0,2023-01-25,1,25,2,0,0,1,0,0,0,0,0,0,1
TXN_3222677,1.0,4.0,4.0,2023-12-16,12,16,5,0,0,0,0,1,0,0,0,1,1
TXN_3223187,2.0,2.0,4.0,2023-08-21,8,21,0,1,0,0,0,0,0,0,1,0,0
TXN_3224156,1.0,1.0,1.0,2023-03-16,3,16,3,0,1,0,0,0,0,0,1,0,0
TXN_3224397,4.0,1.0,4.0,2023-05-15,5,15,0,0,1,0,0,0,0,0,0,1,1
TXN_3224756,2.0,3.0,6.0,2023-11-20,11,20,0,0,0,0,0,0,0,0,1,0,1
TXN_3224921,5.0,4.0,20.0,2023-04-06,4,6,3,0,0,0,0,1,0,0,0,1,0
TXN_3225132,3.0,4.0,12.0,2023-06-26,6,26,0,0,0,0,0,1,0,0,1,0,0
TXN_3225552,1.0,5.0,5.0,2023-05-16,5,16,1,0,0,0,1,0,0,0,0,1,0
TXN_3226832,5.0,4.0,20.0,2023-09-04,9,4,0,0,0,0,0,1,0,0,0,0,1
TXN_3226989,1.0,5.0,5.0,2023-04-17,4,17,0,0,0,0,1,0,0,0,1,0,1
TXN_3227186,2.0,5.0,10.0,2023-05-05,5,5,4,0,0,0,1,0,0,0,0,1,1
TXN_3227673,1.0,1.0,1.0,2023-10-13,10,13,4,0,1,0,0,0,0,0,0,0,0
TXN_3228558,2.0,4.0,8.0,2023-12-13,12,13,2,0,0,0,0,1,0,0,1,0,1
TXN_3228646,5.0,1.0,5.0,2023-09-19,9,19,1,0,1,0,0,0,0,0,1,0,1
TXN_3228823,5.0,1.5,7.5,2023-01-06,1,6,4,0,0,0,0,0,0,1,0,1,1
TXN_3229409,3.0,3.0,9.0,2023-04-15,4,15,5,0,0,1,0,0,0,0,0,0,1
TXN_3232043,2.0,1.5,3.0,2023-07-05,7,5,2,0,0,0,0,0,0,1,0,1,0
TXN_3232227,4.0,1.0,4.0,2023-03-30,3,30,3,0,1,0,0,0,0,0,0,1,1
TXN_3232279,4.0,4.0,16.0,2023-05-30,5,30,1,0,0,0,0,1,0,0,0,1,1
TXN_3233211,2.0,1.5,3.0,2023-06-07,6,7,2,0,0,0,0,0,0,1,0,1,1
TXN_3233221,5.0,3.0,15.0,2023-06-15,6,15,3,0,0,0,0,0,0,0,0,1,1
TXN_3234146,1.0,3.0,3.0,2023-11-14,11,14,1,0,0,1,0,0,0,0,0,1,1
TXN_3234877,4.0,2.0,8.0,2023-07-29,7,29,5,1,0,0,0,0,0,0,0,0,1
TXN_3237919,1.0,4.0,4.0,2023-02-04,2,4,5,0,0,0,0,1,0,0,0,1,0
TXN_3238759,5.0,4.0,20.0,2023-07-20,7,20,3,0,0,0,0,1,0,0,0,1,0
TXN_3240077,4.0,4.0,16.0,2023-12-14,12,14,3,0,0,0,0,1,0,0,0,0,1
TXN_3241422,2.0,5.0,10.0,2023-07-17,7,17,0,0,0,0,1,0,0,0,0,0,1
TXN_3241510,5.0,1.5,7.5,2023-10-05,10,5,3,0,0,0,0,0,0,1,1,0,0
TXN_3243410,2.0,1.5,3.0,2023-10-30,10,30,0,0,0,0,0,0,0,1,0,0,0
TXN_3243832,2.0,3.0,6.0,2023-08-10,8,10,3,0,0,0,0,0,0,0,0,0,0
TXN_3244935,5.0,5.0,25.0,2023-11-24,11,24,4,0,0,0,1,0,0,0,0,1,1
TXN_3247340,3.0,1.5,4.5,2023-12-25,12,25,0,0,0,0,0,0,0,1,0,0,1
TXN_3251340,4.0,5.0,20.0,2023-06-18,6,18,6,0,0,0,1,0,0,0,0,1,0
TXN_3251591,3.0,4.0,12.0,2023-01-26,1,26,3,0,0,0,0,1,0,0,0,1,1
TXN_3251829,3.0,1.5,4.5,2023-07-25,7,25,1,0,0,0,0,0,0,1,0,1,0
TXN_3252542,5.0,4.0,20.0,2023-09-22,9,22,4,0,0,0,0,1,0,0,0,1,0
TXN_3255254,4.0,3.0,12.0,2023-03-23,3,23,3,0,0,1,0,0,0,0,0,0,1
TXN_3256497,2.0,2.0,4.0,2023-08-20,8,20,6,1,0,0,0,0,0,0,0,0,1
TXN_3260087,5.0,5.0,25.0,2023-04-20,4,20,3,0,0,0,1,0,0,0,0,1,1
TXN_3263746,1.0,2.0,2.0,2023-11-14,11,14,1,1,0,0,0,0,0,0,0,0,1
TXN_3265085,5.0,1.0,5.0,2023-09-05,9,5,1,0,1,0,0,0,0,0,0,1,0
TXN_3265596,1.0,1.5,1.5,2023-12-28,12,28,3,0,0,0,0,0,0,1,0,0,0
TXN_3267393,2.0,4.0,8.0,2023-02-24,2,24,4,0,0,0,0,1,0,0,0,1,0
TXN_3267783,3.0,3.0,9.0,2023-10-30,10,30,0,0,0,0,0,0,0,0,0,1,0
TXN_3269434,1.0,3.0,3.0,2023-02-01,2,1,2,0,0,1,0,0,0,0,0,0,1
TXN_3270584,3.0,3.0,9.0,2023-01-10,1,10,1,0,0,0,0,0,0,0,1,0,1
TXN_3272613,2.0,1.0,2.0,2023-03-30,3,30,3,0,1,0,0,0,0,0,0,0,1
TXN_3272946,3.0,5.0,15.0,2023-09-06,9,6,2,0,0,0,1,0,0,0,1,0,0
TXN_3273540,1.0,3.0,3.0,2023-08-21,8,21,0,0,0,1,0,0,0,0,1,0,0
TXN_3274105,5.0,1.0,5.0,2023-07-28,7,28,4,0,1,0,0,0,0,0,1,0,1
TXN_3274591,5.0,3.0,15.0,2023-04-09,4,9,6,0,0,1,0,0,0,0,0,1,1
TXN_3275800,3.0,2.0,6.0,2023-05-27,5,27,5,1,0,0,0,0,0,0,0,1,1
TXN_3277379,2.0,5.0,10.0,2023-01-06,1,6,4,0,0,0,1,0,0,0,1,0,1
TXN_3277936,2.0,1.5,3.0,2023-06-21,6,21,2,0,0,0,0,0,0,1,0,1,1
TXN_3279039,4.0,3.0,12.0,2023-06-26,6,26,0,0,0,0,0,0,0,0,1,0,0
TXN_3281605,1.0,1.5,1.5,2023-07-27,7,27,3,0,0,0,0,0,0,1,0,1,1
TXN_3282436,5.0,5.0,25.0,2023-12-14,12,14,3,0,0,0,1,0,0,0,1,0,0
TXN_3282601,2.0,3.0,6.0,2023-02-03,2,3,4,0,0,1,0,0,0,0,0,1,0
TXN_3283097,5.0,2.0,10.0,2023-02-28,2,28,1,1,0,0,0,0,0,0,0,0,1
TXN_3283631,2.0,4.0,8.0,2023-03-15,3,15,2,0,0,0,0,1,0,0,1,0,0
TXN_3284157,4.0,1.5,6.0,2023-05-17,5,17,2,0,0,0,0,0,0,1,0,1,1
TXN_3286168,5.0,4.0,20.0,2023-06-25,6,25,6,0,0,0,0,0,1,0,0,1,1
TXN_3286932,1.0,1.0,1.0,2023-07-11,7,11,1,0,1,0,0,0,0,0,0,1,1
TXN_3287282,2.0,1.5,3.0,2023-09-23,9,23,5,0,0,0,0,0,0,1,0,1,1
TXN_3288233,5.0,3.0,15.0,2023-12-24,12,24,6,0,0,1,0,0,0,0,0,0,0
TXN_3290872,2.0,3.0,6.0,2023-06-13,6,13,1,0,0,0,0,0,0,0,1,0,0
TXN_3291149,5.0,2.0,10.0,2023-12-09,12,9,5,1,0,0,0,0,0,0,0,1,1
TXN_3291900,4.0,4.0,16.0,2023-05-04,5,4,3,0,0,0,0,0,1,0,0,0,1
TXN_3291988,2.0,3.0,6.0,2023-07-03,7,3,0,0,0,1,0,0,0,0,1,0,0
TXN_3295247,5.0,2.0,10.0,2023-08-25,8,25,4,1,0,0,0,0,0,0,0,1,1
TXN_3295578,1.0,3.0,3.0,2023-05-04,5,4,3,0,0,1,0,0,0,0,0,1,0
TXN_3296152,3.0,5.0,15.0,2023-10-20,10,20,4,0,0,0,1,0,0,0,1,0,0
TXN_3297457,2.0,3.0,6.0,2023-01-03,1,3,1,0,0,0,0,0,0,0,0,1,1
TXN_3299535,3.0,2.0,6.0,2023-11-16,11,16,3,1,0,0,0,0,0,0,1,0,1
TXN_3300171,5.0,1.0,5.0,2023-02-14,2,14,1,0,1,0,0,0,0,0,1,0,0
TXN_3301517,5.0,5.0,25.0,2023-04-13,4,13,3,0,0,0,1,0,0,0,1,0,0
TXN_3303114,4.0,5.0,20.0,2023-06-18,6,18,6,0,0,0,1,0,0,0,1,0,0
TXN_3303518,4.0,3.0,12.0,2023-06-30,6,30,4,0,0,1,0,0,0,0,0,1,0
TXN_3305132,4.0,3.0,12.0,2023-01-30,1,30,0,0,0,0,0,0,0,0,1,0,1
TXN_3308378,4.0,1.0,4.0,2023-04-28,4,28,4,0,1,0,0,0,0,0,0,1,1
TXN_3311860,1.0,3.0,3.0,2023-11-21,11,21,1,0,0,1,0,0,0,0,0,1,0
TXN_3312002,4.0,4.0,16.0,2023-04-30,4,30,6,0,0,0,0,0,1,0,0,1,1
TXN_3312088,1.0,3.0,3.0,2023-08-17,8,17,3,0,0,0,0,0,0,0,0,1,1
TXN_3312574,2.0,1.0,2.0,2023-11-03,11,3,4,0,1,0,0,0,0,0,0,1,1
TXN_3312653,5.0,1.0,5.0,2023-12-09,12,9,5,0,1,0,0,0,0,0,0,0,1
TXN_3312690,3.0,1.0,3.0,2023-03-01,3,1,2,0,1,0,0,0,0,0,1,0,0
TXN_3313000,5.0,2.0,10.0,2023-01-08,1,8,6,1,0,0,0,0,0,0,1,0,0
TXN_3313534,2.0,1.0,2.0,2023-01-05,1,5,3,0,1,0,0,0,0,0,0,1,0
TXN_3314971,3.0,3.0,9.0,2023-05-04,5,4,3,0,0,1,0,0,0,0,0,1,1
TXN_3315026,5.0,3.0,15.0,2023-11-06,11,6,0,0,0,1,0,0,0,0,0,0,0
TXN_3315467,2.0,4.0,8.0,2023-11-17,11,17,4,0,0,0,0,1,0,0,0,1,1
TXN_3317406,3.0,4.0,12.0,2023-01-04,1,4,2,0,0,0,0,1,0,0,0,1,1
TXN_3317649,3.0,4.0,12.0,2023-11-06,11,6,0,0,0,0,0,1,0,0,0,1,1
TXN_3321395,1.0,1.5,1.5,2023-07-08,7,8,5,0,0,0,0,0,0,1,0,1,1
TXN_3321611,3.0,4.0,12.0,2023-09-09,9,9,5,0,0,0,0,1,0,0,0,1,1
TXN_3324387,1.0,4.0,4.0,2023-12-13,12,13,2,0,0,0,0,1,0,0,1,0,1
TXN_3325234,1.0,1.5,1.5,2023-08-26,8,26,5,0,0,0,0,0,0,1,0,1,0
TXN_3326110,2.0,2.0,4.0,2023-08-13,8,13,6,1,0,0,0,0,0,0,1,0,1
TXN_3326626,2.0,3.0,6.0,2023-09-26,9,26,1,0,0,0,0,0,0,0,0,0,1
TXN_3327212,2.0,1.5,3.0,2023-12-20,12,20,2,0,0,0,0,0,0,1,1,0,1
TXN_3328393,3.0,3.0,9.0,2023-04-16,4,16,6,0,0,1,0,0,0,0,0,1,1
TXN_3330279,1.0,3.0,3.0,2023-11-13,11,13,0,0,0,0,0,0,0,0,1,0,1
TXN_3330377,5.0,2.0,10.0,2023-05-08,5,8,0,1,0,0,0,0,0,0,0,1,1
TXN_3330687,5.0,3.0,15.0,2023-12-26,12,26,1,0,0,0,0,0,0,0,0,0,0
TXN_3331437,1.0,2.0,2.0,2023-02-26,2,26,6,1,0,0,0,0,0,0,0,0,1
TXN_3332915,2.0,1.0,2.0,2023-01-19,1,19,3,0,1,0,0,0,0,0,0,1,1
TXN_3334257,2.0,4.0,8.0,2023-06-10,6,10,5,0,0,0,0,1,0,0,0,0,1
TXN_3334632,1.0,2.0,2.0,2023-11-20,11,20,0,1,0,0,0,0,0,0,1,0,1
TXN_3336502,3.0,4.0,12.0,2023-05-04,5,4,3,0,0,0,0,1,0,0,1,0,1
TXN_3337203,3.0,4.0,12.0,2023-11-16,11,16,3,0,0,0,0,0,1,0,0,1,1
TXN_3338458,5.0,3.0,15.0,2023-10-27,10,27,4,0,0,0,0,0,0,0,0,0,1
TXN_3339728,5.0,3.0,15.0,2023-05-13,5,13,5,0,0,1,0,0,0,0,1,0,0
TXN_3340550,2.0,3.0,6.0,2023-05-02,5,2,1,0,0,1,0,0,0,0,0,1,1
TXN_3341779,3.0,1.5,4.5,2023-07-30,7,30,6,0,0,0,0,0,0,1,0,0,1
TXN_3342106,1.0,4.0,4.0,2023-01-14,1,14,5,0,0,0,0,1,0,0,1,0,0
TXN_3343585,1.0,3.0,3.0,2023-09-17,9,17,6,0,0,0,0,0,0,0,0,0,0
TXN_3344089,4.0,4.0,16.0,2023-08-10,8,10,3,0,0,0,0,1,0,0,0,0,0
TXN_3345675,4.0,1.0,4.0,2023-09-23,9,23,5,0,1,0,0,0,0,0,0,0,1
TXN_3346749,2.0,1.5,3.0,2023-05-06,5,6,5,0,0,0,0,0,0,1,1,0,0
TXN_3349404,3.0,2.0,6.0,2023-01-31,1,31,1,1,0,0,0,0,0,0,0,1,0
TXN_3352028,4.0,1.0,4.0,2023-08-26,8,26,5,0,1,0,0,0,0,0,1,0,0
TXN_3352256,2.0,4.0,8.0,2023-09-08,9,8,4,0,0,0,0,1,0,0,0,1,1
TXN_3353214,5.0,4.0,20.0,2023-08-12,8,12,5,0,0,0,0,0,1,0,1,0,0
TXN_3353615,4.0,2.0,8.0,2023-07-24,7,24,0,1,0,0,0,0,0,0,1,0,1
TXN_3355537,3.0,1.5,4.5,2023-01-09,1,9,0,0,0,0,0,0,0,1,0,1,1
TXN_3357336,4.0,3.0,12.0,2023-02-20,2,20,0,0,0,0,0,0,0,0,0,1,0
TXN_3358494,5.0,2.0,10.0,2023-06-22,6,22,3,1,0,0,0,0,0,0,0,1,1
TXN_3358787,1.0,3.0,3.0,2023-06-10,6,10,5,0,0,0,0,0,0,0,0,1,0
TXN_3359704,3.0,5.0,15.0,2023-07-23,7,23,6,0,0,0,1,0,0,0,0,1,0
TXN_3359911,4.0,1.0,4.0,2023-06-18,6,18,6,0,1,0,0,0,0,0,0,1,0
TXN_3360401,2.0,1.5,3.0,2023-02-05,2,5,6,0,0,0,0,0,0,1,0,1,1
TXN_3360649,2.0,1.0,2.0,2023-09-10,9,10,6,0,1,0,0,0,0,0,0,1,1
TXN_3363746,3.0,4.0,12.0,2023-11-25,11,25,5,0,0,0,0,0,1,0,1,0,1
